instrument,bar,dataStatus,historyQuality,periodWeight,effectiveRows,sampleWeight,truncationFactor,aggregationFactor,aggregationDropRatio,truncated,truncationReason,requiredWarmupBars,source,firstDate,lastDate,cleanRows,date,close,gate,topWeatherRoute,topWeatherScore,weatherSummary,actionBias,volatilityState,atrPct,atrPercentile,volatilityMultiple,volatilityMultiplePercentile,remainingMomentumAtr,remainingMomentumState,fiveDayAtrDownProbabilityPct,fiveDayAtrUpProbabilityPct,fiveDayFutureMomentumPositivePct,atr3Pct,atr8Pct,atr13Pct,atr21Pct,atr3To21,atr8To21,middleState,middleDeviationRate,middleDeviationAtr,middlePositionPct,middleTenDayReturnCloserPct,maState,maDeviationRate,maDeviationAtr,maPositionPct,maTenDayContinueAwayPct,trendState,trendScore,resonanceDirection,resonanceCount,volumeState,volumeMultiple,deviationWeather,deviationRiskNote,score_wait,score_grid,score_trend,score_meanReversion,score_breakout
ENS-USDT,1D,ok,full_weight,1,1430,1,1,1,0,false,,233,OKX,2021-11-09,2026-05-29,1663,2026-05-29,6,绿,趋势策略天气,78,低波动启动 / 动能已超ATR / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,6.4625,25.85,1.2414,79.61,0.2414,动能已超ATR,41.84,58.16,45.45,6.6983,6.5167,6.4799,6.3496,1.0549,1.0263,中值下侧偏离,-12.5755,-2.2662,20.5368,56.87,233MA下侧极端,-33.0178,-7.766,53.0621,55.33,强趋势下行,-6.9874,down,4,放量,2.3871,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,35.64,40,78,46,56
PENDLE-USDT,1D,ok,half_weight,0.76,378,0.756,1,1,0,false,,233,OKX,2024-09-26,2026-05-29,611,2026-05-29,1.32,黄偏绿,均值回归天气,72,高波动扩张 / 接近正常动能 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,高波动扩张,11.6136,86.2,0.9394,54.1,-0.0606,接近正常动能,58.33,41.67,31.25,12.5796,12.2796,11.732,10.8296,1.1616,1.1339,中值下侧极端,-25.0426,-2.6388,11.0406,89.47,233MA下侧极端,-30.7246,-3.5031,68.5298,59.09,强趋势下行,-26.9285,down,3,缩量,0.4427,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,36.36,0,70,72,44
JUP-USDT,1D,ok,full_weight,1,617,1,1,1,0,false,,233,OKX,2024-01-31,2026-05-29,850,2026-05-29,0.18,黄偏绿,均值回归天气,84,常态波动 / 余动能不足 / 短期过冷 / 大周期偏弱,均值回归可观察，但要服从大周期过滤,常态波动,8.7282,45.34,0.7208,34.83,-0.2792,余动能不足,52.43,47.57,33.33,8.4479,8.8244,8.7688,8.3869,1.0073,1.0522,中值下侧极端,-17.037,-2.3785,11.7982,83.33,233MA下侧偏离,-15.6934,-2.156,73.691,62.34,强趋势下行,-12.047,down,3,缩量,0.6381,短期过冷 + 大周期偏弱,如果大周期仍弱，只能当短线天气看；未到极端，但大天气仍偏弱,50.92,30,60,84,4
PYTH-USDT,1D,ok,full_weight,1,689,1,1,1,0,false,,233,OKX,2023-11-20,2026-05-29,922,2026-05-29,0.04,黄偏红,防守等待,65.32,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,8.1599,30.86,0.6744,29.54,-0.3256,余动能不足,60.59,39.41,33.01,7.6306,7.9277,8.1429,8.1839,0.9324,0.9687,中值下侧偏离,-16.3966,-2.4093,17.2382,58.33,233MA下侧极端,-34.2809,-6.408,56.3167,55.92,强趋势下行,-11.0551,down,4,量能正常,0.8104,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,65.32,64,42,46,26
TIA-USDT,1D,ok,full_weight,1,708,1,1,1,0,false,,233,OKX,2023-10-31,2026-05-29,941,2026-05-29,0.41,黄偏绿,网格震荡天气,74,常态波动 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,震荡/网格天气较友好，仍需控制突破风险,常态波动,9.0924,33.89,0.7919,42.94,-0.2081,余动能不足,55,45,33.96,9.3333,9.6601,9.1924,8.4743,1.1014,1.1399,中值下侧偏离,-7.5676,-0.8753,42.6568,55.3,233MA下侧极端,-21.3547,-2.9029,83.1636,56.79,趋势不明,-0.5767,mixed,2,缩量,0.6745,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,52.12,74,1.46,41.08,32
ONDO-USDT,1D,ok,half_weight,0.88,438,0.876,1,1,0,false,,233,OKX,2024-07-28,2026-05-29,671,2026-05-29,0.34,黄,趋势策略天气,60,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,趋势天气较友好，等方向和量能确认,高波动冷却,10.2433,80.62,0.7845,43.24,-0.2155,余动能不足,85.37,14.63,34.33,9.2079,10.5718,10.3459,9.4545,0.9739,1.1182,中值下侧偏离,-15.1725,-1.6205,21.5069,52.33,233MA下侧偏离,-14.1459,-1.4928,84.657,59.5,强趋势下行,-9.312,down,3,缩量,0.4332,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,53.8,50,60,30.39,4
FET-USDT,1D,ok,full_weight,1,686,1,1,1,0,false,,233,OKX,2023-11-23,2026-05-29,919,2026-05-29,0.27,绿,趋势策略天气,88,低波动启动 / 动能已超ATR / 短期上侧偏离 / 大周期强势高位,趋势天气较友好，等方向和量能确认,低波动启动,8.4077,33.61,2.4187,97.74,1.4187,动能已超ATR,43.52,56.48,42.95,14.1804,10.1754,8.6025,7.5868,1.8691,1.3412,中值上侧偏离,16.6845,1.9004,72.4069,52.23,233MA上侧极端,18.4917,2.0741,95.6807,18.75,强趋势上行,30.0998,up,4,放量,3.7908,短期上侧偏离 + 大周期强势高位,优势不够大，不能单独触发策略；强势区可以长期维持在 233MA 上方,14.44,40,88,44.03,84
PEPE-USDT,1D,ok,full_weight,1,893,1,1,1,0,false,,233,OKX,2023-04-30,2026-05-29,1126,2026-05-29,0,黄偏红,均值回归天气,92,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,5.6023,1.75,0.4796,10.65,-0.5204,余动能不足,59.28,40.72,29.93,4.7086,5.3289,5.5641,5.856,0.8041,0.91,中值下侧极端,-12.6764,-2.5988,12.416,92.86,233MA下侧极端,-24.6903,-5.8692,46.3482,62.02,强趋势下行,-11.3835,down,4,缩量,0.4459,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,71.96,36,42,92,8
SHIB-USDT,1D,ok,full_weight,1,1616,1,1,1,0,false,,233,OKX,2021-05-07,2026-05-29,1849,2026-05-29,0,黄偏绿,趋势策略天气,70,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,4.1494,4.77,0.9395,61.85,-0.0605,接近正常动能,45.81,54.19,33.26,3.8389,3.9748,4.1232,4.3364,0.8853,0.9166,中值下侧偏离,-7.4872,-1.9788,15.2686,54.68,233MA下侧极端,-24.8082,-8.0668,41.4771,59.1,强趋势下行,-7.8079,down,4,缩量,0.4667,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,36.6,56,70,38.85,34
BONK-USDT,1D,ok,full_weight,1,641,1,1,1,0,false,,233,OKX,2024-01-07,2026-05-29,874,2026-05-29,0,黄偏红,均值回归天气,92,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,6.4899,5.28,0.507,12.72,-0.493,余动能不足,58.46,41.54,29.24,5.6089,6.2203,6.461,6.6426,0.8444,0.9364,中值下侧极端,-19.3062,-3.6388,1.5813,80.39,233MA下侧极端,-35.0659,-8.2133,47.6513,60.99,强趋势下行,-14.388,down,4,缩量,0.5704,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,71.96,36,42,92,8
FLOKI-USDT,1D,ok,full_weight,1,1028,1,1,1,0,false,,233,OKX,2022-12-15,2026-05-29,1261,2026-05-29,0,黄偏红,均值回归天气,92,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,5.9266,6.69,0.4461,8.05,-0.5539,余动能不足,61.54,38.46,30.42,4.5057,5.4252,5.8692,6.1959,0.7272,0.8756,中值下侧极端,-13.6671,-2.6826,14.9419,90.48,233MA下侧极端,-32.7513,-8.2527,38.8587,61.9,强趋势下行,-12.9178,down,4,缩量,0.4603,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,71.96,36,42,92,8
WIF-USDT,1D,ok,full_weight,1,543,1,1,1,0,false,,233,OKX,2024-04-14,2026-05-29,776,2026-05-29,0.19,黄偏红,防守等待,66.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,7.2675,8.06,0.6521,29.95,-0.3479,余动能不足,54.27,45.73,27.07,6.9692,7.1313,7.2528,7.3481,0.9484,0.9705,中值下侧偏离,-7.9251,-1.1956,36.1195,58.03,233MA下侧极端,-36.3114,-7.9194,65.9517,64.2,强趋势下行,-4.506,down,3,缩量,0.6442,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,66.28,56,39.04,46,26
ORDI-USDT,1D,ok,full_weight,1,873,1,1,1,0,false,,233,OKX,2023-05-19,2026-05-29,1106,2026-05-29,3.37,黄偏绿,均值回归天气,92,高波动冷却 / 余动能不足 / 短期过冷 / 大周期偏弱,均值回归可观察，但要服从大周期过滤,高波动冷却,12.7247,76.72,0.35,2.15,-0.65,余动能不足,81.72,18.28,31.48,10.1729,11.1688,12.4774,13.8891,0.7324,0.8041,中值下侧极端,-24.8021,-2.5616,13.3431,88.89,233MA下侧偏离,-13.9037,-1.2542,75.8871,64.86,强趋势下行,-25.4354,down,4,缩量,0.4512,短期过冷 + 大周期偏弱,如果大周期仍弱，只能当短线天气看；未到极端，但大天气仍偏弱,59.96,30,60,92,0
SATS-USDT,1D,ok,full_weight,1,661,1,1,1,0,false,,233,OKX,2023-12-17,2026-05-29,894,2026-05-29,0,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,8.9283,26.39,0.6355,33.77,-0.3645,余动能不足,68.27,31.73,29.1,8.0018,8.2744,8.8154,9.5416,0.8386,0.8672,中值下侧偏离,-15.3675,-2.0554,52.1456,54.47,233MA下侧极端,-27.5169,-4.2972,79.2012,57.12,强趋势下行,-18.4246,down,4,缩量,0.7089,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,76.28,56,42,46.09,8
NOT-USDT,1D,ok,full_weight,1,510,1,1,1,0,false,,233,OKX,2024-05-16,2026-05-29,743,2026-05-29,0,黄偏红,防守等待,63.8,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期偏弱,谨慎观察，不把单一短期偏离当入场理由,高波动冷却,10.1496,51.03,0.3278,1.16,-0.6722,余动能不足,82.28,17.72,29.25,6.6752,8.8893,10.0265,10.456,0.6384,0.8502,中值下侧偏离,-17.8036,-2.1045,42.7958,54.39,233MA下侧偏离,-17.1076,-2.0052,89.8074,83.33,强趋势下行,-12.132,down,3,缩量,0.1854,短期下侧偏离 + 大周期偏弱,优势不够大，不能单独触发策略；未到极端，但大天气仍偏弱,63.8,50,60,45.8,0
ENA-USDT,1D,ok,weak_display_only,0.05,23,0.046,1,1,0,false,,233,OKX,2025-09-16,2026-05-29,256,2026-05-29,0.09,黄,均值回归天气,68,高波动冷却 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,高波动冷却,8.933,50.82,0.5029,11.32,-0.4971,余动能不足,,,33.33,7.4262,8.5236,8.8939,9.0853,0.8174,0.9382,中值下侧极端,-21.2151,-3.0015,13.2494,,233MA下侧极端,-54.2708,-13.2286,47.0274,78.57,强趋势下行,-20.2831,down,4,量能正常,0.8673,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,62.84,28,60,68,0
W-USDT,1D,ok,full_weight,1,555,1,1,1,0,false,,233,OKX,2024-04-02,2026-05-29,788,2026-05-29,0.01,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,7.8135,14.65,0.4688,10.26,-0.5312,余动能不足,56.45,43.55,31.27,6.5531,7.4476,7.7736,8.0454,0.8145,0.9257,中值下侧偏离,-14.9675,-2.2566,27.3927,49.2,233MA下侧极端,-62.9289,-21.7624,41.9729,59.58,强趋势下行,-11.7303,down,4,缩量,0.5955,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,76.28,56,42,27.12,8
STRK-USDT,1D,ok,full_weight,1,598,1,1,1,0,false,,233,OKX,2024-02-19,2026-05-29,831,2026-05-29,0.04,黄偏红,趋势策略天气,60,高波动冷却 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,高波动冷却,9.5082,55.07,0.5467,17.91,-0.4533,余动能不足,82.4,17.6,26.64,8.4838,9.325,9.515,9.3171,0.9106,1.0009,中值下侧偏离,-16.2599,-2.0244,33.5139,56.27,233MA下侧极端,-50.763,-10.7488,60.0805,60.9,强趋势下行,-15.0148,down,4,缩量,0.54,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,53.8,40,60,44.57,4
ZK-USDT,1D,ok,half_weight,0.96,478,0.956,1,1,0,false,,233,OKX,2024-06-17,2026-05-29,711,2026-05-29,0.01,绿,突破策略天气,84,低波动启动 / 动能已超ATR / 短期下侧偏离 / 大周期弱势深水区,不把短期下偏当买点，等待更强共振,低波动启动,8.3955,30.87,1.4352,89.9,0.4352,动能已超ATR,36.76,63.24,38.1,9.7236,8.5392,8.4055,8.4113,1.156,1.0152,中值下侧偏离,-13.4474,-1.8907,32.1974,56.64,233MA下侧极端,-48.399,-11.4138,37.3127,61.69,强趋势下行,-12.8132,down,4,放量,1.5376,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,34.92,40,78,45.9,84
ZRO-USDT,1D,ok,half_weight,0.95,477,0.954,1,1,0,false,,233,OKX,2024-06-19,2026-05-29,710,2026-05-29,1.13,黄,均值回归天气,92,波动压缩 / 余动能不足 / 短期过冷 / 大周期弱势深水区,均值回归可观察，但要服从大周期过滤,波动压缩,7.7805,18.44,0.437,5.09,-0.563,余动能不足,64.96,35.04,29.2,7.0021,7.3993,7.6975,8.4562,0.828,0.875,中值下侧极端,-14.826,-2.1963,12.0017,93.85,233MA下侧极端,-31.0544,-5.6831,37.0671,54.04,强趋势下行,-17.7907,down,4,缩量,0.4273,短期过冷 + 大周期弱势深水区,如果大周期仍弱，只能当短线天气看；历史上继续远离 233MA 的概率不低,71.96,36,42,92,8
GALA-USDT,1D,ok,full_weight,1,1478,1,1,1,0,false,,233,OKX,2021-09-21,2026-05-29,1711,2026-05-29,0,黄偏红,防守等待,76.28,波动压缩 / 余动能不足 / 短期下侧偏离 / 大周期弱势深水区,谨慎观察，不把单一短期偏离当入场理由,波动压缩,7.0343,20.17,0.5648,19.99,-0.4352,余动能不足,63.53,36.47,29.35,5.9101,6.6761,7.0013,7.1574,0.8257,0.9328,中值下侧偏离,-12.3365,-1.9973,23.8982,54.4,233MA下侧极端,-46.021,-12.1008,55.8921,62.11,强趋势下行,-12.162,down,4,缩量,0.5904,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,76.28,56,42,45.84,8
SAND-USDT,1D,ok,full_weight,1,1667,1,1,1,0,false,,233,OKX,2021-03-17,2026-05-29,1900,2026-05-29,0.07,黄偏绿,趋势策略天气,70,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,5.474,13.49,0.9599,61.87,-0.0401,接近正常动能,44.01,55.99,38.59,5.3601,5.358,5.4521,5.6638,0.9464,0.946,中值下侧偏离,-7.4138,-1.4824,33.1324,55.25,233MA下侧极端,-40.7972,-12.7569,31.2759,58.07,强趋势下行,-7.2955,down,4,缩量,0.4416,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,36.6,56,70,40.9,34
MANA-USDT,1D,ok,full_weight,1,2829,1,1,1,0,false,,233,OKX,2018-01-10,2026-05-29,3062,2026-05-29,0.09,绿,趋势策略天气,78,低波动启动 / 接近正常动能 / 短期下侧偏离 / 大周期弱势深水区,趋势天气较友好，等方向和量能确认,低波动启动,4.7065,3.92,1.0635,69.74,0.0635,接近正常动能,47.62,52.38,37.6,4.5592,4.5717,4.6852,4.8763,0.935,0.9375,中值下侧偏离,-7.3417,-1.6891,31.3897,55.38,233MA下侧极端,-36.1947,-12.0925,39.4374,55.65,强趋势下行,-6.4388,down,4,量能正常,1.253,短期下侧偏离 + 大周期弱势深水区,优势不够大，不能单独触发策略；历史上继续远离 233MA 的概率不低,35.64,40,78,41.37,46
